id,text,labels,group,split,genre_top,subset
121346,Track: AVIATION CRAB ORCHESTRA (HARSH NOISE POSER). Artist: ODOR BABY. Album: AVIATION CRAB ORCHESTRA (AN EPIC SAGA). From #somewhereOverTheMerzbow. Tags: odor baby.,Noise|Experimental,ODOR BABY,train,Experimental,small
121366,Track: Pedro Sousa - Pós Africanismos Redundantes. Artist: YANSR & CCC. Album: Futuro Primitivo. Tags: yansr ccc.,Experimental,YANSR & CCC,train,Experimental,small
121415,Track: The Western Front. Artist: Dead End Canada. Album: Factory Life. From New York City. Tags: dead end canada.,Indie-Rock|Rock,Dead End Canada,test,Rock,small
121449,"Track: Happy Feelings. Artist: Dan Lizard. Album: Dance 2 The Music EP. Tags: progressive, dub, experimental, analog synth, instrumental, remix, electronica, funk, 80s, club, groovy, 70s.",Dance|Electronic,Dan Lizard,train,Electronic,small
121450,"Track: Kalimba Funk. Artist: Dan Lizard. Album: Dance 2 The Music EP. Tags: progressive, dub, experimental, analog synth, instrumental, remix, electronica, funk, 80s, club, groovy, 70s.",Dance|Electronic,Dan Lizard,train,Electronic,small
121451,"Track: Make It Funky. Artist: Dan Lizard. Album: Dance 2 The Music EP. Tags: progressive, dub, experimental, analog synth, instrumental, remix, electronica, funk, 80s, club, groovy, 70s.",Dance|Electronic,Dan Lizard,train,Electronic,small
121452,"Track: Strawberry Boogie. Artist: Dan Lizard. Album: Dance 2 The Music EP. Tags: progressive, dub, experimental, analog synth, instrumental, remix, electronica, funk, 80s, club, groovy, 70s.",Dance|Electronic,Dan Lizard,train,Electronic,small
121453,"Track: The Look In Your Eyes. Artist: Dan Lizard. Album: Dance 2 The Music EP. Tags: progressive, dub, experimental, analog synth, instrumental, remix, electronica, funk, 80s, club, groovy, 70s.",Dance|Electronic,Dan Lizard,train,Electronic,small
121454,"Track: Thinking About Your Love. Artist: Dan Lizard. Album: Dance 2 The Music EP. Tags: progressive, dub, experimental, analog synth, instrumental, remix, electronica, funk, 80s, club, groovy, 70s.",Dance|Electronic,Dan Lizard,train,Electronic,small
121472,"Track: Archival (Emergence). Artist: Satellite Ensemble. Album: Emergence. From New York, NY. Tags: satellite ensemble.",Ambient|Soundtrack|Instrumental,Satellite Ensemble,train,Instrumental,small
121473,"Track: Duets. Artist: Satellite Ensemble. Album: Emergence. From New York, NY. Tags: satellite ensemble.",Ambient|Soundtrack|Instrumental,Satellite Ensemble,train,Instrumental,small
121474,"Track: Three Pianos. Artist: Satellite Ensemble. Album: Emergence. From New York, NY. Tags: satellite ensemble.",Ambient|Soundtrack|Instrumental,Satellite Ensemble,train,Instrumental,small
121475,"Track: Time=Pain. Artist: Satellite Ensemble. Album: Emergence. From New York, NY. Tags: satellite ensemble.",Ambient|Soundtrack|Instrumental,Satellite Ensemble,train,Instrumental,small
121570,"Track: Japanese Vacation. Artist: Spider Bags. Album: Live on WFMU with Todd-o-phonic Todd: June 13, 2015. From Chapel Hill, NC. Tags: spider bags.",Punk|Rock|Garage,Spider Bags,train,Rock,small
121589,"Track: Weekend Girls / Can't Have Her Back. Artist: Kurt Baker. Album: Live on WFMU's Three Chord Monte with Joe Belock: June 15, 2015. From Portland, Maine. Tags: kurt baker.",Pop,Kurt Baker,train,Pop,small
121590,"Track: Why You Gotta Lie. Artist: Kurt Baker. Album: Live on WFMU's Three Chord Monte with Joe Belock: June 15, 2015. From Portland, Maine. Tags: kurt baker.",Pop,Kurt Baker,train,Pop,small
121591,"Track: Everybody Knows. Artist: Kurt Baker. Album: Live on WFMU's Three Chord Monte with Joe Belock: June 15, 2015. From Portland, Maine. Tags: kurt baker.",Pop,Kurt Baker,train,Pop,small
121592,"Track: Partied Out. Artist: Kurt Baker. Album: Live on WFMU's Three Chord Monte with Joe Belock: June 15, 2015. From Portland, Maine. Tags: kurt baker.",Pop,Kurt Baker,train,Pop,small
121593,"Track: Don't Go Falling In Love. Artist: Kurt Baker. Album: Live on WFMU's Three Chord Monte with Joe Belock: June 15, 2015. From Portland, Maine. Tags: kurt baker.",Pop,Kurt Baker,train,Pop,small
121594,"Track: I Can't Wait. Artist: Kurt Baker. Album: Live on WFMU's Three Chord Monte with Joe Belock: June 15, 2015. From Portland, Maine. Tags: kurt baker.",Pop,Kurt Baker,train,Pop,small
121595,"Track: '85s. Artist: Phatte Harry. Album: Phatte Harry - Singles. From Zevenaar, Netherlands. Tags: phatte harry.",Dance|Electronic,Phatte Harry,test,Electronic,small
121651,"Track: Her History of Water. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121652,"Track: The Silent World. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121653,"Track: Voyage of the Pequod. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121654,"Track: An Ocean Like The Others. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121655,"Track: The Dream Room. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121656,"Track: Of Sargasso Sea. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121657,"Track: Je suis Partout. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121658,"Track: The Encantadas. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121659,"Track: The Isle of Lost Ships. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121660,"Track: Paper Moons. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121661,"Track: A Black Obelisk In A Narrow Sea. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121662,"Track: Kyoko's House. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121663,"Track: Bridgewater Triangle. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121664,"Track: Sunken Lighthouse. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121665,"Track: Wayward Docks. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121666,"Track: Upstream Harbour. Artist: happiness in aeroplanes. Album: A History of Water. From Brooklyn, NYC. Tags: happiness in aeroplanes.",Ambient|Soundtrack|Instrumental,happiness in aeroplanes,val,Instrumental,small
121734,"Track: Stars on the Boulevard. Artist: Frozen Houses. Album: Frozen Houses EP. Tags: folk pop, frozen houses, folk, chill out, contemporary, male vocals, rock, folk-punk, easy listening, chilled, alt folk, original.",Pop,Frozen Houses,train,Pop,small
121735,"Track: Trouble Outside. Artist: Frozen Houses. Album: Frozen Houses EP. Tags: folk pop, frozen houses, folk, chill out, contemporary, male vocals, rock, folk-punk, easy listening, chilled, alt folk, original.",Pop,Frozen Houses,train,Pop,small
121736,"Track: Listen. Artist: Frozen Houses. Album: Frozen Houses EP. Tags: folk pop, frozen houses, folk, chill out, contemporary, male vocals, rock, folk-punk, easy listening, chilled, alt folk, original.",Pop,Frozen Houses,train,Pop,small
121737,"Track: Back On The Train. Artist: Frozen Houses. Album: Frozen Houses EP. Tags: folk pop, frozen houses, folk, chill out, contemporary, male vocals, rock, folk-punk, easy listening, chilled, alt folk, original.",Pop,Frozen Houses,train,Pop,small
121738,"Track: Hummingbird. Artist: Frozen Houses. Album: Frozen Houses EP. Tags: folk pop, frozen houses, folk, chill out, contemporary, male vocals, rock, folk-punk, easy listening, chilled, alt folk, original.",Pop,Frozen Houses,train,Pop,small
121739,"Track: Birmingham Road Birthday Song featuring Lucy Hill. Artist: Frozen Houses. Album: Frozen Houses EP. Tags: folk pop, frozen houses, folk, chill out, contemporary, male vocals, rock, folk-punk, easy listening, chilled, alt folk, original.",Pop,Frozen Houses,train,Pop,small
121740,"Track: finished enconomic survivor. Artist: Frozen Houses. Album: Frozen Houses EP. Tags: folk pop, frozen houses, folk, chill out, contemporary, male vocals, rock, folk-punk, easy listening, chilled, alt folk, original.",Pop,Frozen Houses,train,Pop,small
121813,"Track: Blood, Devastation, Death, War and Horror. Artist: Argument Clinic. Album: I'm Sorry! This Is Abuse!. From Szeged, Hungary. Tags: argument clinic.",Punk|Rock,Argument Clinic,train,Rock,small
121866,"Track: Perfect Day. Artist: The Britemores. Album: Live on WFMU's Three Chord Monte with Joe Belock - June 22, 2015. From Detroit, Michigan. Tags: power pop, rock n roll, garage, the britemores.",Punk|Rock|Garage|Power-Pop,The Britemores,train,Rock,small
121867,"Track: Shot Down. Artist: The Britemores. Album: Live on WFMU's Three Chord Monte with Joe Belock - June 22, 2015. From Detroit, Michigan. Tags: power pop, rock n roll, garage, the britemores.",Punk|Rock|Garage|Power-Pop,The Britemores,train,Rock,small
121869,"Track: Sick Of You. Artist: The Britemores. Album: Live on WFMU's Three Chord Monte with Joe Belock - June 22, 2015. From Detroit, Michigan. Tags: power pop, rock n roll, garage, the britemores.",Punk|Rock|Garage|Power-Pop,The Britemores,train,Rock,small
121913,"Track: Dubbing into di wild. Artist: Negritage. Album: Guetto Roots Of Dub (Vol.1). From Argentina. Tags: negritage, negritage.",International|Reggae - Dub,Negritage,test,International,small
121915,"Track: Dub Kontrol Skank. Artist: Negritage. Album: Guetto Roots Of Dub (Vol.1). From Argentina. Tags: negritage, negritage.",International|Reggae - Dub,Negritage,test,International,small
121922,"Track: Babylon fall dubwize ft Jam York. Artist: Negritage. Album: Guetto Roots Of Dub (Vol.1). From Argentina. Tags: negritage, negritage.",International|Reggae - Dub,Negritage,test,International,small
121926,"Track: Youthman Stepwise (Bass cut). Artist: Negritage. Album: Guetto Roots Of Dub (Vol.1). From Argentina. Tags: negritage, negritage.",International|Reggae - Dub,Negritage,test,International,small
121929,"Track: Dubbing time. Artist: Negritage. Album: Guetto Roots Of Dub (Vol.1). From Argentina. Tags: negritage, negritage.",International|Reggae - Dub,Negritage,test,International,small
121930,"Track: Guetto Rockers in dub. Artist: Negritage. Album: Guetto Roots Of Dub (Vol.1). From Argentina. Tags: negritage, negritage.",International|Reggae - Dub,Negritage,test,International,small
121976,Track: Every Day is a Celebration. Artist: Zatan. Album: A Tribute to the Passing Of Christopher Lee & Ornette Coleman. Tags: zatan.,Electroacoustic|Experimental,Zatan,train,Experimental,small
121985,Track: Broken Shadows. Artist: Faster. Album: A Tribute to the Passing Of Christopher Lee & Ornette Coleman. Tags: faster.,Electroacoustic|Experimental,Faster,train,Experimental,small
121987,Track: Good For You (Piano Phase). Artist: Matt Riggen Quintet. Album: A Tribute to the Passing Of Christopher Lee & Ornette Coleman. Tags: matt riggen quintet.,Electroacoustic|Experimental,Matt Riggen Quintet,train,Experimental,small
121998,Track: Leftover Skin. Artist: Beauty School. Album: A Tribute to the Passing Of Christopher Lee & Ornette Coleman. Tags: beauty school.,Electroacoustic|Experimental,Beauty School,test,Experimental,small
122001,Track: Blues For Puck. Artist: Dimmer Twins. Album: A Tribute to the Passing Of Christopher Lee & Ornette Coleman. Tags: dimmer twins.,Electroacoustic|Experimental,Dimmer Twins,train,Experimental,small
122003,Track: No Brainium in de Cranium. Artist: Bret Harold Hart. Album: A Tribute to the Passing Of Christopher Lee & Ornette Coleman. Tags: bret harold hart.,Electroacoustic|Experimental,Bret Harold Hart,train,Experimental,small
122004,Track: For Ornette. Artist: Christopher Petkus. Album: A Tribute to the Passing Of Christopher Lee & Ornette Coleman. Tags: christopher petkus.,Electroacoustic|Experimental,Christopher Petkus,train,Experimental,small
122066,"Track: A Message. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122077,"Track: 1000 Miles. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122079,"Track: Black Jar. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122080,"Track: Dory Honey. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122081,"Track: Eyewitness. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122082,"Track: Gonzo. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122083,"Track: In my pocket. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122084,"Track: March Madness. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122085,"Track: Placeholder. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122086,"Track: Sometimes. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122087,"Track: Wastecnology. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122088,"Track: What?. Artist: Jahzzar. Album: Message. From Gijón, Asturias. Tags: jahzzar, soul, synth pop, pop, betterwithmusic, instrumental, folk, funk, electro, rock.",Indie-Rock|Rock|Garage,Jahzzar,train,Rock,small
122106,"Track: Gentle, Cruel Orb. Artist: Electroblurgen. Album: The Smiley Frowny Spider: Introducing Electroblurgen, who are happy and sad. Tags: electroblurgen.",Experimental,Electroblurgen,test,Experimental,small
122107,"Track: A Cheetah Grimly Grooms. Artist: Electroblurgen. Album: The Smiley Frowny Spider: Introducing Electroblurgen, who are happy and sad. Tags: electroblurgen.",Experimental,Electroblurgen,test,Experimental,small
122132,"Track: Woman of the Rain. Artist: J. Karl Bogartte & Jaan Patterson. Album: Ergo Protagonists. Tags: c hinz, william davison, alessandra celletti, john juan, p mosher, s higgins, macu, binary slim, j bailey, the recordists, yoshihiro kikuchi, l feesey.",Avant-Garde|Unclassifiable|Experimental,J. Karl Bogartte & Jaan Patterson,train,Experimental,small
122143,"Track: Genome Chomsky (pt I). Artist: Anthony Donovan & Jaan Patterson. Album: Ergo Protagonists. Tags: c hinz, william davison, alessandra celletti, john juan, p mosher, s higgins, macu, binary slim, j bailey, the recordists, yoshihiro kikuchi, l feesey.",Avant-Garde|Unclassifiable|Experimental,Anthony Donovan & Jaan Patterson,test,Experimental,small
122153,"Track: daRundada Sys. Artist: suRRism. Album: Ergo Protagonists. From Offenbach, Capitol of Nothing. Tags: c hinz, william davison, alessandra celletti, john juan, p mosher, s higgins, macu, binary slim, j bailey, the recordists, yoshihiro kikuchi, l feesey.",Avant-Garde|Unclassifiable|Experimental,suRRism,train,Experimental,small
122155,"Track: Destroyer. Artist: John Hyatt & Jaan Patterson. Album: Ergo Protagonists. Tags: c hinz, william davison, alessandra celletti, john juan, p mosher, s higgins, macu, binary slim, j bailey, the recordists, yoshihiro kikuchi, l feesey.",Avant-Garde|Unclassifiable|Experimental,John Hyatt & Jaan Patterson,test,Experimental,small
122166,"Track: Grimaces and other useful techniques. Artist: Binary Slim, John Juan & Jaan Patterson. Album: Ergo Protagonists. Tags: c hinz, william davison, alessandra celletti, john juan, p mosher, s higgins, macu, binary slim, j bailey, the recordists, yoshihiro kikuchi, l feesey.",Avant-Garde|Unclassifiable|Experimental,"Binary Slim, John Juan & Jaan Patterson",train,Experimental,small
122168,"Track: Victim of Dreams. Artist: Jeremy Gluck & Jaan Patterson. Album: Ergo Protagonists. Tags: c hinz, william davison, alessandra celletti, john juan, p mosher, s higgins, macu, binary slim, j bailey, the recordists, yoshihiro kikuchi, l feesey.",Avant-Garde|Unclassifiable|Experimental,Jeremy Gluck & Jaan Patterson,test,Experimental,small
122190,"Track: I Am Ed Sullivan. Artist: Vitamin Pets. Album: Horse Helpers of the High Country. From UNITED STATES. Tags: psych rock, punk rock, garage rock, yellow chair, electronic, vitamin pets.",Punk|Rock|Garage,Vitamin Pets,train,Rock,small
122199,Track: Nudo de cables en la garganta. Artist: Alas de Mosca. Album: Nudo de Cables en la Garganta. Tags: alas de mosca.,Avant-Garde|Experimental,Alas de Mosca,train,Experimental,small
122201,Track: Film noir. Artist: Alas de Mosca. Album: Nudo de Cables en la Garganta. Tags: alas de mosca.,Avant-Garde|Experimental,Alas de Mosca,train,Experimental,small
122204,Track: Piano de cola suspendido en el aire. Artist: Alas de Mosca. Album: Nudo de Cables en la Garganta. Tags: alas de mosca.,Avant-Garde|Experimental,Alas de Mosca,train,Experimental,small
122247,Track: AVIATION CRAB ORCHESTRA (BEEATZ V2 0 NOISEBERG 9). Artist: ODOR BABY. Album: AVIATION CRAB ORCHESTRA (AN EPIC SAGA). From #somewhereOverTheMerzbow. Tags: odor baby.,Noise|Experimental,ODOR BABY,train,Experimental,small
122261,"Track: thirtyone. Artist: CXLVIII. Album: CXLVIII EP. Tags: cxlviii, experimemtal.",Experimental,CXLVIII,train,Experimental,small
122352,"Track: Lover. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122353,"Track: Walking In The Country. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122354,"Track: Mockingbird. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122355,"Track: Light On In My Heart. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122356,"Track: Wayfaring Stranger. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122357,"Track: Singing In The Rain. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122358,"Track: Night Without Sleep. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122359,"Track: The Wilderness / Ghosts. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122360,"Track: The Path. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122362,"Track: Twinkle Twinkle. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122363,"Track: Bonfire Music. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122364,"Track: Hannahlove. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122365,"Track: Meet Me In The Morning. Artist: David Mumford. Album: Bonfire Music. From Brighton, U K. Tags: david mumford.",Folk|Singer-Songwriter,David Mumford,val,Folk,small
122395,"Track: Intro. Artist: Gorilla Chief. Album: Live on WFMU's Three Chord Monte with Joe Belock - June 29, 2015. From Brooklyn, New York. Tags: surf, garage, brooklyn, gorilla chief.",Surf|Rock|Garage,Gorilla Chief,train,Rock,small
122397,"Track: Cocaine Girl. Artist: Gorilla Chief. Album: Live on WFMU's Three Chord Monte with Joe Belock - June 29, 2015. From Brooklyn, New York. Tags: surf, garage, brooklyn, gorilla chief.",Surf|Rock|Garage,Gorilla Chief,train,Rock,small
122398,"Track: Outta Sight. Artist: Gorilla Chief. Album: Live on WFMU's Three Chord Monte with Joe Belock - June 29, 2015. From Brooklyn, New York. Tags: surf, garage, brooklyn, gorilla chief.",Surf|Rock|Garage,Gorilla Chief,train,Rock,small
122399,"Track: You're Not A Fighter. Artist: Gorilla Chief. Album: Live on WFMU's Three Chord Monte with Joe Belock - June 29, 2015. From Brooklyn, New York. Tags: surf, garage, brooklyn, gorilla chief.",Surf|Rock|Garage,Gorilla Chief,train,Rock,small
122400,"Track: Problems. Artist: Gorilla Chief. Album: Live on WFMU's Three Chord Monte with Joe Belock - June 29, 2015. From Brooklyn, New York. Tags: surf, garage, brooklyn, gorilla chief.",Surf|Rock|Garage,Gorilla Chief,train,Rock,small
122456,"Track: Ghost By Nature - Soul Inspector. Artist: Krowne. Album: Ghost By Nature - Replicant Ep. From Edinburgh, Scotland, UK. Tags: krowne.",Techno|House|Electronic,Krowne,val,Electronic,small
122457,"Track: Ghost By Nature - Pushing Situation. Artist: Krowne. Album: Ghost By Nature - Replicant Ep. From Edinburgh, Scotland, UK. Tags: krowne.",Techno|House|Electronic,Krowne,val,Electronic,small
122472,"Track: Merry-Go-Round Heart. Artist: Eric & Magill. Album: In This Light. From Brooklyn/Kenya. Tags: new, rock, new york city, fresh, eric and magill, los angeles, cool, up in the air the royals, the royals, electric guitars, pop, mellow.",Indie-Rock|Rock,Eric & Magill,train,Rock,small
122473,"Track: ""Nina Goes Abroad"". Artist: Alessandro Coronas/Laura Mura. Album: La bèl pop (fifth anniversary compilation). Tags: indie-pop, electronic, acoustic, 8bit, electronic, pop, alessandro coronaslaura mura.",Pop,Alessandro Coronas/Laura Mura,train,Pop,small
122474,"Track: ""nu pop2"". Artist: Plusplus. Album: La bèl pop (fifth anniversary compilation). From London and South East, United Kingdom. Tags: indie-pop, electronic, acoustic, plusplus, acoustic, instrumental, la bel netlabel, folk.",Pop,Plusplus,train,Pop,small
122475,"Track: ""Where has she gone"". Artist: Summerfugl. Album: La bèl pop (fifth anniversary compilation). Tags: indie-pop, electronic, acoustic, summerfugl.",Pop,Summerfugl,train,Pop,small
122498,"Track: ""Ibuki"". Artist: Madoka Ogitani. Album: La bèl pop (fifth anniversary compilation). From Japan. Tags: indie-pop, electronic, acoustic, madoka ogitani.",Pop,Madoka Ogitani,train,Pop,small
122499,"Track: ""Wheel of time"". Artist: N-qia. Album: La bèl pop (fifth anniversary compilation). From Tokyo, Japan. Tags: indie-pop, electronic, acoustic, n-qia, daybreak, electronic, hope30, elementperspective, acoustic, la bel netlabel, hypnotic.",Pop,N-qia,train,Pop,small
122500,"Track: ""Outsider girl"". Artist: Elisa Luu. Album: La bèl pop (fifth anniversary compilation). From Rome. Tags: indie-pop, electronic, acoustic, elisa luu.",Pop,Elisa Luu,train,Pop,small
122503,"Track: ""Early bird"". Artist: Neeva feat Carol. Album: La bèl pop (fifth anniversary compilation). Tags: indie-pop, electronic, acoustic, neeva feat carol.",Pop,Neeva feat Carol,train,Pop,small
122504,"Track: ""Lost umbrella"". Artist: Frank Wilke/Andrè Darius. Album: La bèl pop (fifth anniversary compilation). Tags: indie-pop, electronic, acoustic, frank wilkeandr darius.",Pop,Frank Wilke/Andrè Darius,train,Pop,small
122510,"Track: Solitude Amongst the Wild Meadow Flowers. Artist: Squire Tuck. Album: Solitude. Tags: acoustic pop, indie pop, instrumental pop, keyboards, acoustic pop, soundtrack for the soul, zivix jamstik smart midi guitar, instrumental, ovation applause ukulele, jamstik, fender squire 50s vibe butterscotch blonde telecaster guitar, tanglewood acoustic guitar.",Instrumental,Squire Tuck,test,Instrumental,small
122511,"Track: What Price Love?. Artist: Squire Tuck. Album: Solitude. Tags: acoustic pop, indie pop, instrumental pop, keyboards, acoustic pop, soundtrack for the soul, zivix jamstik smart midi guitar, instrumental, ovation applause ukulele, jamstik, fender squire 50s vibe butterscotch blonde telecaster guitar, tanglewood acoustic guitar.",Instrumental,Squire Tuck,test,Instrumental,small
122533,"Track: ""Lucy's headphones"". Artist: Di Bos. Album: La bèl pop (fifth anniversary compilation). From Biella - (Piedmont,North-West-Italy). Tags: indie-pop, electronic, acoustic, di bos.",Pop,Di Bos,train,Pop,small
122534,"Track: ""Young at Heart"". Artist: Adriano Orru. Album: La bèl pop (fifth anniversary compilation). From Cagliari, Italy. Tags: indie-pop, electronic, acoustic, experimental, double bass, acoustic, instrumental, adriano orru.",Pop,Adriano Orru,train,Pop,small
122578,"Track: ""Per uomini in pensione"". Artist: Medo's Little Trap. Album: La bèl pop (fifth anniversary compilation). From Rome (Italy). Tags: indie-pop, electronic, acoustic.",Pop,Medo's Little Trap,train,Pop,small
122579,"Track: ""Point of no return"". Artist: Menion. Album: La bèl pop (fifth anniversary compilation). From Quartu Sant'Elena/Cagliari/Sardinia/Italy. Tags: indie-pop, electronic, acoustic, menion.",Pop,Menion,train,Pop,small
122620,"Track: Sadly Yes. Artist: Monk Parker. Album: Live on WFMU's 100% Whatever with Mary Wing - July 12, 2015. From Austin, Texas. Tags: monk parker.",Indie-Rock|Rock,Monk Parker,train,Rock,small
122621,"Track: Jonah's Message for New York. Artist: Doctor Turtle. Album: Jonah's Message for New York. From Brighton, UK. Tags: doctor turtle, east sussex primitive.",Instrumental,Doctor Turtle,train,Instrumental,small
122622,"Track: Leap Second. Artist: Doctor Turtle. Album: Jonah's Message for New York. From Brighton, UK. Tags: doctor turtle, east sussex primitive.",Instrumental,Doctor Turtle,train,Instrumental,small
122623,"Track: Two Hat Rag. Artist: Doctor Turtle. Album: Jonah's Message for New York. From Brighton, UK. Tags: doctor turtle, east sussex primitive.",Instrumental,Doctor Turtle,train,Instrumental,small
