id,text,labels,group,split,start_s,end_s
gEvCUcZ6w88,"A female vocalist sings this enthusiastic song.The tempo is medium with loud , emphatic vocals and subdued music in the background .The song is a karaoke with enthusiastic drumming, melodious violin harmony, keyboard accompaniment, groovy bass line and rhythmic acoustic guitar.",medium tempo|keyboard harmony|amateur recording,gEvCUcZ6w88,,30,40
gFxLnprPgv4,The music features a melody being played in unison by a piano and a group of strings. At the same time these two also fill up the music space with harmony. A type of drum that resembles the taiko drum but I think is smaller in size can be heard in the background. In the background a synth pad provides soft harmony.,piano|instrumental,gFxLnprPgv4,,30,40
gI-ovjTWBzo,This song contains a male voice loudly singing in a higher key. A flutelike instrument is playing a melody out of tune accompanied by an accordion sound. This is an amateur recording.,amateur recording,gI-ovjTWBzo,,340,350
gIQ4QrKXjCc,This is an instrumental progressive/math rock piece. The electric guitar is playing a complex solo with rapid procession of notes using the tapping technique. There is a reverberating piano sample in the background. The atmosphere is trippy. This piece can be used in the soundtrack of a video game that takes place in outer space.,instrumental|electric guitar,gIQ4QrKXjCc,,130,140
gMgN50wSnNc,"This salsa song features a female voice singing the main melody. This is accompanied by percussion on a drum kit as well as on a congo. The congo gives this song the salsa feel. The drum kit plays the cowbell and high pitched snare drum to add more of the salsa vibe. The bass plays groovy fills. Trumpets, trombones and saxophones play fills in between lines. They play in harmony. A piano plays jazzy chords in the background. This song can be played in a dance club for a salsa night.",percussion|bass|piano|moderate tempo,gMgN50wSnNc,,200,210
gNjeps3EbJA,"The low quality recording features a live performance of a folk song and it contains harmonized mixed vocals singing over groovy bass, groovy accordion melody and arpeggiated acoustic guitar solo melody. The recording took place outdoors, since there was some crowd chattering and nature sounds. It sounds happy and fun.",low quality|live performance|groovy bass|happy|fun,gNjeps3EbJA,,30,40
gNpzuFPu6q8,"The low quality recording features a passionate female vocalist singing over wooden percussion, synth lead melody and plucked strings melody playing in the background. It sounds passionate, emotional, joyful and traditional.",low quality|mono|noisy|passionate|emotional,gNpzuFPu6q8,,50,60
gOhONZR_F7c,A string digital drum is playing a simple groove along with a shaker sound. A piano is playing a neo-soul melody while a high pitched vocal sample is panning to both sides of the speakers. It almost sounds like a plucked strings instrument. On top of that a male voice is singing in a higher pitch. This song may be playing being on a date with someone you started going out with.,piano,gOhONZR_F7c,,30,40
gRGiTueWUVI,"This song is a salsa song, with various layers of upbeat percussion which are suitable for dancing. There are bongo drums and maracas, played at a medium to high tempo. The vocalist has a dainty voice and sings in almost a high pitched voice in almost a whisper. There are brass instruments, especially trumpet and the song would be suitable for a salsa party.",piano,gRGiTueWUVI,,340,350
gRn6OjQf2ZQ,"The song is upbeat, groovy and jazzy. The main percussive elements are created by live tap dancing on a stage, as well as more base oriented percussion from a cajon drum. There's a grand piano playing an intricate melody.",live performance|upbeat,gRn6OjQf2ZQ,,30,40
gTO00a-LFYs,"This music is instrumental. The tempo is slow with synthesiser arrangements. There are sounds of howling winds and footsteps and a droning cello harmony. The music is eerie, spooky, terrifying, sinister, dangerous and scary.",instrumental,gTO00a-LFYs,,10,20
gTX4SG70cEY,"A male vocalist sings this sad melody. The tempo is slow with an acoustic guitar accompaniment and a droning keyboard harmony. The song is soft ,mellow, sad, emotional, sentimental, regretful , lonely and poignant. This song is an Alternative Rock/Indie.",male singer|slow tempo|acoustic guitar|passionate|emotional,gTX4SG70cEY,,230,240
gVMoI2ukbtc,This is an R&B/pop music piece. There is a female vocalist singing melodically in the lead. The melody is being played on the electric guitar. The bass guitar is playing in the background. The rhythmic background consists of an electronic drum beat. The atmosphere is easygoing and generic. This piece could work well as an advertisement jingle.,pop|electric guitar|bass guitar|electronic drums|easygoing,gVMoI2ukbtc,,30,40
gWRfk8nCcPs,"This reggae song features a male voice. He sings the first line and laughs at the end of the first sentence. He continues to sing the melody. The voice is accompanied by programmed percussion playing a simple beat. The bass plays the root notes of the chords. A keyboard plays chords in the background with a reggae feel. Another keyboard plays a fill in between lines. At the end, backing singers sing in harmony. This song has a holiday mood. This song can be played in a holiday movie.",male voice|moderate tempo,gWRfk8nCcPs,,150,160
gX9OuOKLLTQ,This music is an instrumental tutorial. A male musician is keeping count in French to the drone-like tune of a French Horn. The audio is not clear and has a lot of static.,instrumental|male voice,gX9OuOKLLTQ,,70,80
gXOyw8a4_Xs,Someone is strumming chords on an acoustic guitar singing along with a male voice in the higher register. male backing vocalists are supporting the singer. A piano is playing supportive chords along with congas and a tambourine. This is an amateur recording but of decent quality. This song may be playing live.,acoustic guitar|medium tempo|amateur recording,gXOyw8a4_Xs,,30,40
gXzqZIoM5g8,"The low quality recording features a metal song that consists male vocals with a wide echoing effect on, wide filter modulated electric guitar chords, noisy snare hits, punchy kick and pulsating synth riser that appears towards the end of the loop. It sounds exciting, as it prepares the listener for an energetic drop.",low quality|punchy kick|energetic|exciting,gXzqZIoM5g8,,150,160
g_bgmnJ1b_g,"The low quality recording features an acoustic guitar blues melody. The recording is very noisy, roomy and you can hear cars passing by in the background.",low quality|noisy,g_bgmnJ1b_g,,30,40
gb8PG-5i5YI,"The song is an instrumental. The tempo is medium with a brass including trumpets and saxophones playing in harmony, wooden xylophones and Latin percussions play accompaniment to the band along with a male singer. The song is exciting and groovy. The audio quality is poor and probably a home recording.",medium tempo|male singer|medium tempo,gb8PG-5i5YI,,510,520
gcdqffsCWI8,This is an instrumental latin music piece. There is a keyboard playing a few notes. The acoustic drums start playing initially by hitting a small cymbal repeatedly and then performing drum rolls on the snare drum. The drum rolls sound very much alike to the style of a marching band. Parts of this recording can be sampled for use in beat-making.,instrumental|acoustic drums,gcdqffsCWI8,,30,40
gdtw54I8soM,"This music is instrumental. The tempo is fast but the music is muffled as it is superimposed by a loud buzzing sound along with some tapping,scuffling, finger snapping ans tapping sounds. The music sounds like energetic Electronic music with vigorous drumming.",instrumental|amateur recording|poor audio quality,gdtw54I8soM,,0,10
gfIqYbQQq10,This audio contains digital drums with an open hi hat. A distorted e-guitar and an e-bass are both playing the same melody in the lower register. A synth pluck is playing a simple repeating rhythmic melody on top. You can hear the sound of glass breaking. This song may be playing at a live festival.,e-guitar|e-bass|energetic,gfIqYbQQq10,,0,10
gffng5G4X4w,"The low quality recording features an arpeggiated electric guitar melody. It sounds passionate, fun, happy and joyful. The recording is noisy and in mono.",low quality|mono|noisy|passionate|fun|happy,gffng5G4X4w,,270,280
ggBivmG6yHQ,"This is the live recording of a dance performance that uses a pop music piece as accompaniment. There is a male and a female vocalist singing melodically. The tune of the piece is being played by the electric guitar, the bass guitar and the synth. There is an upbeat acoustic drum beat in the rhythmic background. The audience can be heard clapping to the beat. The atmosphere is loud and lively. It could work well as the backing track in a modern dance course.",electric guitar|bass guitar|acoustic drums|loud|upbeat,ggBivmG6yHQ,,250,260
ghW2xZMvpIQ,"A female vocalist sings this soft melody. The tempo is slow with violin harmony, keyboard accompaniment, saxophone, digital drum, tabla and tambourine beats. The song is mellow, soft, melodic, soothing, calming , devotional and euphonious. This song is a Tamil Christian Song.",slow tempo|mellow,ghW2xZMvpIQ,,30,40
giPa2vVEyVc,This is a Sikh religious music piece. The male vocalist is singing in the Hindi language in a devoted manner. There is an organ in the background playing the melody accompanying the male vocal. Electronic drums and electronic percussion provide the rhythmic background for the piece.,male vocal|electronic drums,giPa2vVEyVc,,30,40
gigxzYegRqM,"A male singer sings this cool melody in the background with a bunch of female singers singing a little jig in a different key. The song is medium tempo with steady drumming, tambourine percussion, trumpets blaring, strong bass line and a piano accompaniment. The song serves as a background music to a group of females singing a jig in a different key. The song is a modern pop dance tune.",spirited|fun|cheerful,gigxzYegRqM,,90,100
gjJWbtCShqo,"This slow rock song starts off with a male voice that pauses after one word. This is accompanied by percussion playing a marching beat. Synth strings play chords in the background. Bass notes follow the root notes of the chords. After the voice pauses, a repetitive melody is played on the synth and the chords change on the other instruments. The percussion continues to play the marching beat. This song can be played in a war scene in a movie.",male voice|slow tempo,gjJWbtCShqo,,30,40
gjujPd1lP8E,A digital kick in playing on every beat along with short voice samples with breathy sounds that sound seductive. Then the song changes into someone fingerpicking an acoustic guitar along to someone playing an acoustic snare/hihat with brushes. This first song may be playing in a club and the second one at a live concert.,acoustic guitar,gjujPd1lP8E,,0,10
gkB4KBHBV9g,"A male vocalist sings a soft melody in a foreign language. The tempo is slow with a piano harmony . The vocals are soft and subdued with ambient background sounds. The song is simple, mellow , melancholic and soft. This song is soft pop.",male singer|slow tempo|keyboard harmony|amateur recording,gkB4KBHBV9g,,130,140
gkMbHlNAFig,This is a cover of a pop music piece. There is a male vocalist singing melodically. The melody is being played by the acoustic guitar and the electric guitar while the bass guitar is playing in the background. The rhythm is provided by a slow tempo acoustic drum beat. There is a mellow atmosphere in this piece. It could be used in the soundtrack of a drama TV series.,male vocal|acoustic guitar|electric guitar|bass guitar|acoustic drums|mellow|slow tempo,gkMbHlNAFig,,30,40
go_7i6WvfeE,The song is an instrumental. The song is medium tempo with a pensive bass solo followed by string distortion guitar rhythm and a strong drum entry crash. The death metal song is tense and builds anticipation. The audio quality is average.,medium tempo|instrumental music|emotional,go_7i6WvfeE,,10,20
gp1DYuoQH08,This is a live performance of a jazz ballad music piece. The accordion is playing a solo as the main melody. There is an acoustic guitar playing the chords of the piece. The bass line is being played by the upright bass. The atmosphere is gentle. This piece is the perfect music to be played in the background at a coffee shop.,live performance|acoustic guitar,gp1DYuoQH08,,40,50
gp7j9o2x9co,This amateur recording features two guitars being played. One guitar is playing a blues rhythm. The other guitar is strumming the main chord once and then playing fills on the higher register. This is accompanied by a tambourine as the percussion. There are no voices in this song. This is an instrumental blues rock song. The mood of this song is suspenseful. This song can be used in a detective movie.,amateur recording|moderate tempo,gp7j9o2x9co,,30,40
gpEU6RafUf0,"The song track is an instrumental. The tempo is medium, with a guitarist demonstrating a guitar effects reverb pedal by playing related instrumental phrases. The song is trippy and exciting. The audio quality is poor as it’s an amateur home recording .",amateur recording|instrumental music|exciting|emotional|passionate|youthful|medium tempo,gpEU6RafUf0,,30,40
gpNzFsxwy5k,"The low quality recording features a Chiptune music that consists of a high pitched vocal singing over groovy synth keys, synth lead melody, laser synth effects, punchy kick, claps, shimmering hi hats and groovy synth bass. It sounds energetic, fun, happy and joyful - like something kids would listen to.",low quality|punchy kick|shimmering hi hats|groovy bass|energetic|fun|happy,gpNzFsxwy5k,,190,200
gqROBgF7_DU,"The low quality recording features an aggressive sound of synth feedback. In the second half of the loop, the sound is very noisy. It is loud and it sounds really harsh.",noisy|low quality|loud,gqROBgF7_DU,,70,80
gqkqzqCHM3A,This meditation song features a melody played on a flute. The tone of the flute is tremulous. This is accompanied by a Veena playing a repetitive melody. There are no other instruments in this song. There are no voices in this song. The mood of this song is relaxing and calming. This song can be played in a meditation center.,no voices|instrumental|slow tempo,gqkqzqCHM3A,,30,40
grE0lwTsSPg,"This is an upbeat, soulful and funky song. It's got a catchy and fast paced rhythm which makes it good to dance to. The singer has a raspy and energetic voice.",upbeat,grE0lwTsSPg,,30,40
grisjVTZeTk,"This music is an electronic instrumental. The tempo is fast with synthesiser articulation, electronically arranged music and digital drumming . The music is a vigorous, vivacious, energetic, hypnotic, psychedelic, new age, trance like and trippy. This is used in EDM/ Techno Pop.",instrumental|fast tempo,grisjVTZeTk,,390,400
gsBXngKgy-Q,"Salsa music featuring heavy percussion including timbale, bongos, guiro among others, a brass section with trumpet and trombone. The music features full band melodies and drum breaks with complex chord progressions and group male vocals.",male singer,gsBXngKgy-Q,,30,40
gsEk62Efbh4,"This salsa song contains percussive elements as maracas,cowbell and bongos creating a typical salsa rhythm spread across both sides of the speakers. An e-bass is playing a complex walking bassline. An acoustic piano is playing a melody up and down the scales along with backing vocals singing in harmony as a countermelody to the male lead voice singing in the midrange. This song may be playing in a latin bar.",uptempo,gsEk62Efbh4,,140,150
gsIB8HjsRtw,"The low quality recording features a live performance of a folk song that contains an accordion melody playing over acoustic rhythm guitar, groovy bass, punchy kick and snare hits, shimmering cymbals, saxophone and trumpet melody. It sounds passionate and easygoing, even though the recording is noisy and the stereo image is unbalanced, due to the fact that the sound is leaning towards the left channel.",low quality|live performance|punchy kick|punchy snare|groovy bass|noisy|passionate|easygoing,gsIB8HjsRtw,,100,110
guRyU4B5LlA,"This is a cover performance of a pop music song. There is a male vocalist singing very loudly, but at the same time slightly out of tune. The piano track plays the melody, however there is a poor transposition of the piano sound making it sound corrupted.",piano|male vocal,guRyU4B5LlA,,30,40
guYWKdxrtIg,"This music is an electric guitar solo. The tempo is medium fast with an animated electric guitar riff without any accompaniment. The music is loud, powerful, rhythmic and youthful with a bit of static or white noise .",instrumental|amateur recording|rock,guYWKdxrtIg,,30,40
gwBfZJ5IGOA,The Low Quality Recording features a widely spread simple strings melody. The recording is a bit noisy.,low quality|noisy,gwBfZJ5IGOA,,0,10
gxzU5EqNL14,"The low quality recording features a live performance of a flamenco song sung by passionate male vocalists and followed by aggressive strumming of flamenco rhythm guitar. It is reverberant and noisy, as it was probably recorded with a phone, and it sounds passionate and emotional.",low quality|live performance|noisy|passionate|emotional,gxzU5EqNL14,,30,40
gy6R280ZUMQ,"This is a dance song which would fit in the afrobeats genre. There's a rhythmic vibrant synth with a fuzzy tone playing the main instrumental melody. There's also a groovy bassline. The percussion includes intermittent hits on a bongo drum, clapping hands, and a kick drum. This would be a good afrobeats club song.",instrumental|upbeat|fun,gy6R280ZUMQ,,30,40
gz-4W-uEzhc,"The Reggae song features harmonizing male vocals singing over wooden percussion, punchy snare and kick hits, claps, groovy bass, offbeat piano chords, followed by flat male vocals. It sounds energetic, happy, fun, groovy and funky.",punchy snare|punchy kick|groovy bass|flat male vocal|energetic|groovy|happy|fun,gz-4W-uEzhc,,30,40
h-2KO5ufrcw,"The low quality recording features an electro song that consists stuttering ""4 on the floor"" kick pattern, punchy snare, shimmering hi hats and open hats, soft crash cymbal, repetitive synth melody, spacey, echoing synth lead melody, buzzy synth bass and fading out stuttering female vocal sound effects. It is reverberant, messy, crushed and thin, as the frequencies are clashing with each other, but it still sounds energetic.",low quality|punchy snare|shimmering hi hats|energetic,h-2KO5ufrcw,,290,300
h-3DrDQC62k,"This clip features a drum solo being played on a rock drum kit. The snare, kick, toms, hi-hat and splash are being struck. A pattern is played on this percussion. There are no other instruments in this song. There are no voices in this song. This song can be played in a drum instruction video.",instrumental|moderate tempo,h-3DrDQC62k,,500,510
h0-6U948u7Y,"This is a Nepali music piece. There is a string instrument and a local flute playing the melody. The rhythmic background is provided by percussion. It has a vibrant, dreamy feeling to it. This piece could be used in a dream sequence of a movie or TV show taking place in South Asian countries.",percussion,h0-6U948u7Y,,50,60
h2f_CKjQQg8,"The song is instrumental. The song is medium tempo with an electric guitar lead, groovy bass line, steady drumming rhythm, cymbal crashes and keyboard harmony. The song is exciting and energetic. The song is a rock tune with poor audio quality.",medium tempo|instrumental music|poor audio quality|exciting|energetic|emotional,h2f_CKjQQg8,,70,80
h6Y0KDtUNHw,"This music is instrumental. The tempo is medium with an intense didgeridoo harmony, violin melody and keyboard accompaniment. The music is eerie,suspenseful; grim, sinister, scary and spooky. It is the sound track of a movie.",instrumental|medium tempo,h6Y0KDtUNHw,,220,230
h7DOBV43UPQ,"This song features a high pitched whistling instrument. At the beginning, two hand claps are played. The high pitched whistling instrument plays a high pitched sound, then goes lower and again goes high to an almost ear deafening shriek. This is accompanied by programmed percussion playing a simple beat. There are no voices in this song and no other instruments.",no voices|instrumental,h7DOBV43UPQ,,90,100
h7ty6D1LunA,"The low quality recording features house music generated from a digital drum machine. It consists of boomy synth bass played over shimmering hi hats, snappy snare and punchy kick. It sounds groovy and a bit dull.",low quality|groovy|shimmering hi hats|punchy kick,h7ty6D1LunA,,30,40
h9zF09TMgLU,This song contains a drumbeat with a funky bassline. A male voice is singing in a higher range. in the background you can hear different voice samples and scratching. This song may be playing while cruising down the street in your car.,e-bass,h9zF09TMgLU,,100,110
hBQFoDI3NMI,"This music is an Electric Guitar instrumental. The tempo is fast with a dissonant background score . There is the sound of people talking in the background. The music is superimposed on a track which doesn’t seem to be in sync. The lead however is powerful, loud, intense and emphatic. This is a Rock Instrumental.",instrumental|electric guitar|amateur recording|loud|youthful|spirited|medium tempo|loud|rock,hBQFoDI3NMI,,30,40
hBT0bbJl1dU,"The low quality recording features a groovy piano melody, mellow cello melody and brass melody. It sounds emotional and passionate, while the recording is noisy.",low quality|noisy|passionate|emotional,hBT0bbJl1dU,,270,280
hCELSy7hVKE,"The low quality recording features an arpeggiated theremin melody being played. The recording is noisy, in mono and it sounds weird and gives off some spacey vibes.",low quality|noisy|mono,hCELSy7hVKE,,80,90
hCIB1E60Nbw,"The Electro song features a punchy ""4 on the floor"" kick pattern, shimmering open hats, tinny wide minimal percussions, low groovy bass, simple electric guitar melody and reverberant snappy rimshots. It sounds dark, energetic, suspenseful and exciting.",energetic|exciting,hCIB1E60Nbw,,230,240
hDsA_ky9Hfw,"The song is an upbeat, soulful song which has a motif repeated on a woodwind instrument. The song would be suitable for some mellow dancing. The singer has a raspy voice.",upbeat|groovy,hDsA_ky9Hfw,,30,40
hDzmNYd_eaA,"The low quality recording features a cover with a steel drums tropical melody that plays over the playback instrumental in the background that consists of groovy bass, claps, ""4 on the floor"" kick pattern, shimmering shakers and tinny percussive elements. It sounds tropical, exotic and groovy, but it also has an unbalanced stereo image.",low quality|groovy bass|groovy,hDzmNYd_eaA,,30,40
hFj0KUzofNg,This clip features a live recording of low quality. The song is mixed into a video clip. The sound of crowd cheering is heard. The song features a male voice using a vocoder. The song is in the techno genre. The percussion is programmed and plays a techno beat. The bass plays simple root notes of chords. Synth bursts are played at the beginning and at the end of the song. The referee whistle is heard toward the middle of the clip.,male voice|percussion,hFj0KUzofNg,,80,90
hFqZZrj0rnM,"The low quality recording features a live performance of shoe tapping over a jazz song that consists of passionate female vocal singing over smooth bass and groovy key chords. There are crowd clapping sounds in the background. The actual sounds of shoe tappings is widely spread in the stereo image and it is reverberant, as it was probably performed in a huge space.",live performance|noisy|low quality,hFqZZrj0rnM,,30,40
hH6thMA3640,"This is a bluegrass music piece. The acoustic guitar follows an offbeat strumming pattern, providing a rhythmic background. The violin and the banjo take turns to play rapid, upbeat solos. The atmosphere is very lively. This piece could be used at a definitively American setting such as a rodeo venue.",instrumental|acoustic guitar,hH6thMA3640,,120,130
hHS5C0RKa8A,"The R&B song features a melancholic female vocal singing over mellow piano melody, electric guitar chords, synth lead melody, groovy bass, organ keys chords, shimmering hi hats, punchy snare and soft kick hits. It sounds emotional, passionate and heartfelt.",groovy bass|shimmering hi hats|punchy snare|emotional|passionate,hHS5C0RKa8A,,120,130
hHb0Eq1I7Fk,This is a synth-pop piece played in the background of a skateboarding video. There is a male vocalist singing in an emotionally distant manner. There is a keyboard and an electric guitar playing the melody with the bass guitar playing a repetitive bass line in the background. The acoustic drums are playing a simple beat. Skateboarding sounds from the video can be heard very clearly. The recording has an urban atmosphere.,male vocal|electric guitar|bass guitar|acoustic drums,hHb0Eq1I7Fk,,0,10
hHqrcLiKJRg,"This is the live performance of a bluegrass gospel music piece. There are male vocals synchronously harmony singing which is called a ""stack"" in bluegrass music. The melody is being played by the fiddle, the banjo, the acoustic guitar and the mandolin. There is a cozy atmosphere in this piece. It could be playing in the background of an American roadside diner. This piece could also be played at a Christian religious event.",live performance|acoustic guitar|easygoing,hHqrcLiKJRg,,30,40
hIEj8msjg8E,"This music is instrumental. The tempo is fast with a hypnotic harmony of the didgeridoo. The music is unique, catchy,engaging, mesmerising and hypnotic because of the continuous droning. This music is a Didgeridoo instrumental.",instrumental|fast tempo,hIEj8msjg8E,,30,40
hKSg3zFB2dE,"The Rock song features a passionate male vocal, layered with harmonizing background male vocals, singing over electric rhythm guitar chords spread widely in the stereo image, thin snare, energetic crash, groovy bass, shimmering hi hats and punchy kick hits. The drums are very reverberant, which is probably the reason why they sound softer. It sounds addictive, thanks to those harmonizing vocals, and energetic overall.",rock|groovy bass|shimmering hi hats|energetic,hKSg3zFB2dE,,50,60
hLn4HokDEmM,"Audio from two songs of EDM music featuring four on the floor kick pattern, synthesized pan flute, syncopated synth chords sidechained to the kick, piano and hand percussion.",piano,hLn4HokDEmM,,30,40
hLwMYygjRfI,This amateur recording features a guitar plucking chords. This is accompanied by percussion playing an outro beat. The recording is of low quality. The bass plays one note on the first count of each bar. There are no voices in the song. This song can be played in a highway scene in a movie.,instrumental|amateur recording|no voices,hLwMYygjRfI,,30,40
hM88FG1_D5Q,"The low quality recording features harmonizing male vocals singing over a song played on playback, followed by a flat male vocal talking. At the end of the recording, there is a male laughter. It sounds fun and the recording is noisy.",low quality|noisy|flat male vocal|fun,hM88FG1_D5Q,,190,200
hNKTrKk4hZs,"This music is a grim instrumental. The tempo is slow with a Violin symphony. The deep bass of the cello to the accompaniment of a steady, droning violin melody and the sound of a ringing bell give it a very intense and serious vibe. The music is enthralling, powerful,impactful, intense, sinister, scary and anticipatory. This is an orchestral harmony.",instrumental|slow tempo,hNKTrKk4hZs,,80,90
hOSzGYKaJGE,"The low quality recording features a rock song that consists of an electric guitar melody, smooth bass, shimmering shakers, snappy rimshots and soft male vocals singing over it. The recording is really noisy and in mono. It sounds cool, groovy and easygoing.",rock|low quality|noisy|mono|easygoing|groovy,hOSzGYKaJGE,,150,160
hPIh5RYA-5M,"This music is instrumental. The tempo is fast with vigours, intense drumming, electronic sounds like shooting, blasts, boomy bass and Rapid clicking sound . The music is loud,boisterous, aggressive, insistent, intense and clamorous . This is video game music.",instrumental|fast tempo|loud,hPIh5RYA-5M,,170,180
hQ5OBio4Cy0,"The low quality recording features a live performance of percussive elements, sitar guitar melody, sustained strings melody, groovy percussive elements and flute solo melody. The recording is noisy and it sounds compressed and loud.",low quality|live performance|noisy|loud,hQ5OBio4Cy0,,30,40
hRQJgZVxRX0,This is the recording of a gear showcase. There is a male voice advertising an effect amp. The distorted electric guitar is playing a crunchy-sounding riff with the added effect of the chorus amp. The atmosphere is hard-hitting. Some parts of this recording could be used in heavy guitar samples for beat-making. Such parts could also work in sections of an advertisement jingle.,male voice,hRQJgZVxRX0,,30,40
hRbukCd6N68,This is a chiptune piece. The only instrument being used in this track is a granular synth playing the melody at a medium-to-high pitch. It is an analog sounding piece. There is a nostalgic atmosphere to it. This piece could be used in the soundtracks of cartoons and arcade video games.,mellow,hRbukCd6N68,,40,50
hSK405L-DlQ,The acoustic drums are playing a groove with crash hits and a bass that sounds distorted while a female voice is singing. Then a male singer with an effect on his voice is almost screaming while an e-guitar is playing a melody. This song may be playing in a rock&roll bar.,rock|e-guitar|e-bass|acoustic drums|upbeat,hSK405L-DlQ,,170,180
hSSzn4bIwZg,"The low quality recording features an orchestra playing arpeggiated harp melody, low sustained strings and mellow flute melody. It sounds mystical, mellow and calming. The recording is a bit noisy too.",low quality|noisy|mellow,hSSzn4bIwZg,,40,50
hTAWbHXCJ2A,"This song contains a male voice singing in a higher pitch, a digital drum string playing a simple repeating melody. This song may be playing at home having a romantic time with your partner dancing.",amateur recording|medium tempo,hTAWbHXCJ2A,,60,70
hTNKYJ6suII,"The low quality recording features a baby goat bleating sound effects and regional Mexican song, that consists of wide acoustic guitar chords, groovy piano melody, drum roll, bagpipe melody and groovy, playing in the background. It sounds fun and happy and it seems like it is some kind of animal related TV show.",groovy bass|fun|happy|low quality,hTNKYJ6suII,,80,90
hTPxqUtlLdo,Someone is playing a melody on a sitar along with a tabla providing rhythms. This song may be playing in a movie scene in the desert.,uptempo,hTPxqUtlLdo,,30,40
hTlIqICkbW8,"The low quality recording features an indie folk song that consists of wide harmonizing male vocals and acoustic rhythm guitar. In the second half of the loop, the lead female vocal appears, creating a perfect harmony with the previously mentioned male vocals. It sounds passionate, emotional and sad.",low quality|passionate|emotional,hTlIqICkbW8,,60,70
hUcuXIvDN2E,"The low quality recording features a groovy bass guitar playing with guitar pedal chorus effect. In the first half of the loop, there is a modulated chorus effect, while in the second part, there is a classic chorus effect on.",low quality|noisy,hUcuXIvDN2E,,30,40
hVPQu1UJ2N8,"The low quality recording features a traditional song that consists of wooden percussive elements, addictive accordion melody, smooth bass and some metallic buzzing sounds. Even though it is mono and noisy, it still sounds soulful and addictive.",low quality|mono|noisy,hVPQu1UJ2N8,,30,40
hVVrl9FkKnY,"This is an instrumental rock music piece recording in the style of blues. There is an electric guitar playing a solo using the shredding technique. The backing track consists of a piano, a bass guitar and acoustic drums. There is a groovy feel to it. Parts of this recording could be sampled for use in beat-making.",instrumental|electric guitar|piano|bass guitar|acoustic drums|groovy,hVVrl9FkKnY,,240,250
hVikKRODjbI,"This music is an animated instrumental. The tempo is fast with a playful trumpet harmony, trombone, synthesised sounds and sounds of glass shattering,punching and grunting. This music is a background score for an animated movie for kids.",instrumental|fast tempo|keyboard harmony,hVikKRODjbI,,110,120
hWiAoE4u4y8,This is an alternative metal music piece. There is a male vocal singing loudly initially with a cleaner character and then with a heavy vocal fry. The distorted electric guitar is playing a heavy riff with the bass guitar in the background. The rhythmic background consists of an aggressive acoustic drum metal beat. The atmosphere is rebellious and violent. This piece can be used in the soundtrack of an action video game or a thriller movie during scenes of a face-off or a combat.,male vocal|bass guitar|acoustic drums|energetic,hWiAoE4u4y8,,180,190
hXLo1l5gS-I,This is an instrumental harp cover of a heavy metal music piece. The atmosphere of the recording is lively. This piece could be used in the soundtrack of an arcade video game. It could also be sampled for use in beat-making.,instrumental,hXLo1l5gS-I,,180,190
hYlSisv-VRU,"A male vocalist sings this powerful pop. The tempo is medium fast with an emphatic and groovy bass line, lively trumpet harmony, piano accompaniment, electric guitar rhythm, tambourine beats and infectious drums. The song is lively,spirited, engaging, vivacious,passionate, compelling and ambient with powerful vocals . This Song is an R&B/Funk.",passionate|energetic,hYlSisv-VRU,,60,70
hYy0na5oUzE,"This is a latin pop music piece with a salsa beat. There is a male vocalist singing melodically in the lead. The melody is being played by an orchestra composed of the trumpet, the piano and the bass guitar. The rhythmic background is provided by a mild acoustic drum beat with heavy use of latin percussive elements. The piece has a sensual atmosphere. This music could go well in a Latin American soap opera soundtrack where there is a hopeless situation for one of the characters.",male vocal|acoustic drums|piano|bass guitar|slow tempo,hYy0na5oUzE,,130,140
hZfCziBaGTI,This music features a ukulele being played. Only one string is played for tuning. This clip can be used to tune the G string of the ukulele. There are no voices in this clip. There are no other instruments in this clip.,instrumental,hZfCziBaGTI,,0,10
hbCaMcbT8to,This is an acoustic cover of a rock music piece. There is an acoustic guitar playing a gentle melody. The piece has a slow tempo. The atmosphere is sentimental. This piece can be included in the soundtrack of a romantic movie.,acoustic guitar|slow tempo|mellow|easygoing,hbCaMcbT8to,,30,40
hbqdthlv6CU,"This is a live recording of an italian song that is primarily played on the accordions. We have a male vocalist with a mature voice, who sings in a tone that feels a little bit sombre. The music itself has a romantic feeling to it.",live performance|romantic,hbqdthlv6CU,,40,50
hdlnugbWjKA,"A young female vocalist sings this upbeat country song. The tempo is fast with keyboard harmony,enthusiastic drumming , rhythmic accompaniment of acoustic guitar, mandolin, fiddle, resonator, auto harp and dobro and tambourine beats. The song is fresh, youthful, energetic, vivacious, catchy, upbeat, simple and peppy. This song is Country Pop.",fast tempo|youthful|happy|keyboard harmony|spirited,hdlnugbWjKA,,30,40
heZw1TTrtTU,"This clip is an instrumental with dissonant sounds like whirring, an engine starting, door bell or elevator bell , clattering and rustling. This is an amateur home recording.",instrumental,heZw1TTrtTU,,80,90
hgGCfJoYDUU,"The song is an instrumental. The tempo is medium with a booming bass line, grooving drum rhythm, sweeping keyboard harmony, sonic sound effects, and pin pong ball sound effects. The song has trance vibes and is very groovy. The song has poor audio quality.",keyboard harmony|poor audio quality|medium tempo|instrumental music|exciting|youthful|energetic|spirited,hgGCfJoYDUU,,30,40
